ID,STOREID,PRODUCTID,QUANTITY,UNITPRICE,SUBTOTAL
12349,2,18,2,8,16
12350,4,34,2,5,10
12350,10,22,2,8,16
12351,1,8,1,5,5
12352,4,36,1,4,4
12352,1,32,2,3,6
12353,9,10,1,5,5
12354,5,31,2,6,12
12354,1,22,1,8,8
12355,8,14,1,5,5
12356,4,18,1,8,8
12357,1,16,2,6,12
12358,3,36,1,4,4
12358,9,38,1,6,6
12358,5,14,1,5,5
12359,2,30,2,6,12
12360,9,37,2,4,8
12361,10,34,2,5,10
12361,10,14,2,5,10
12362,10,27,1,4,4
12362,8,26,2,4,8
12363,1,8,2,5,10
12364,2,4,1,5,5
12365,7,24,2,8,16
12365,4,14,1,5,5
12365,10,21,1,6,6
12366,5,24,2,8,16
12367,1,34,1,5,5
12368,1,31,1,6,6
12368,1,7,1,3,3
12369,1,13,1,5,5
12370,2,18,1,8,8
12371,6,6,1,3,3
12371,6,20,2,5,10
12372,4,22,1,8,8
12372,6,38,2,6,12
12373,5,10,1,5,5
12374,4,4,1,5,5
12375,8,18,2,8,16
12376,1,21,1,6,6
12377,5,20,2,5,10
12378,8,17,1,7,7
12379,9,6,2,3,6
12380,6,23,2,6,12
12380,5,12,2,5,10
12381,7,36,2,4,8
12382,8,6,2,3,6
12383,7,16,2,6,12
12384,3,2,1,6,6
12384,9,15,1,6,6
12385,5,36,1,4,4
12386,2,15,2,6,12
12387,7,8,1,5,5
12388,1,8,1,5,5
12389,7,11,1,5,5
12389,5,27,2,4,8
12390,2,17,1,7,7
12391,9,28,2,5,10
12391,3,30,1,6,6
12392,7,8,1,5,5
12392,5,34,2,5,10
12393,4,5,2,6,12
12394,5,27,2,4,8
12395,2,24,1,8,8
12396,5,14,1,5,5
12397,4,23,2,6,12
12398,3,5,2,6,12
12399,6,24,1,8,8
12400,4,31,2,6,12
12401,7,18,1,8,8
12402,7,15,2,6,12
12403,10,10,1,5,5
12403,7,10,1,5,5
12404,2,9,2,5,10
12405,2,18,2,8,16
12406,7,35,1,5,5
12406,6,5,2,6,12
12407,7,1,2,4,8
12408,5,15,2,6,12
12409,1,16,2,6,12
12409,5,16,1,6,6
12410,1,29,2,6,12
12411,1,15,2,6,12
12412,7,5,1,6,6
12413,9,11,2,5,10
12414,8,3,1,5,5
12415,3,22,2,8,16
12416,6,33,1,4,4
12417,6,15,2,6,12
12418,3,20,2,5,10
12418,10,13,1,5,5
12419,7,9,2,5,10
12420,8,2,1,6,6
12421,4,6,2,3,6
12422,9,26,1,4,4
12423,5,34,2,5,10
12424,8,30,2,6,12
12424,10,6,1,3,3
12424,3,30,2,6,12
12424,5,24,1,8,8
12425,4,23,1,6,6
12426,6,4,1,5,5
12427,10,34,1,5,5
12427,8,17,1,7,7
12427,3,27,2,4,8
12428,1,1,1,4,4
12429,6,36,1,4,4
12430,2,19,2,6,12
12431,10,30,2,6,12
12431,4,31,2,6,12
12432,8,38,2,6,12
12433,3,26,2,4,8
12433,3,25,1,6,6
12434,10,28,2,5,10
12435,7,20,1,5,5
12436,5,12,1,5,5
12437,5,22,1,8,8
12438,5,32,2,3,6
12439,2,31,1,6,6
12440,4,30,1,6,6
12441,8,28,2,5,10
12442,4,36,2,4,8
12442,2,16,1,6,6
12443,7,14,2,5,10
12444,2,30,2,6,12
12445,5,13,1,5,5
12445,6,3,2,5,10
12446,3,18,2,8,16
12447,7,21,1,6,6
12448,3,31,1,6,6
12448,10,2,1,6,6
12449,2,27,1,4,4
12450,1,31,1,6,6
12451,2,12,2,5,10
12452,6,25,2,6,12
12453,7,7,2,3,6
12454,2,19,2,6,12
12455,2,14,2,5,10
12456,1,37,2,4,8
12457,8,13,2,5,10
12458,4,36,1,4,4
12459,4,15,2,6,12
12460,8,38,1,6,6
12461,9,33,1,4,4
12462,8,27,1,4,4
12463,5,9,1,5,5
12464,6,35,1,5,5
12464,4,4,2,5,10
12464,5,16,2,6,12
12464,7,1,2,4,8
12464,9,34,1,5,5
12465,8,4,1,5,5
12465,2,37,1,4,4
12466,4,21,2,6,12
12467,6,25,2,6,12
12468,5,22,2,8,16
12468,6,2,2,6,12
12469,10,22,1,8,8
12470,5,18,1,8,8
12470,9,32,1,3,3
12470,9,15,2,6,12
12471,10,7,2,3,6
12472,8,25,1,6,6
12473,4,7,1,3,3
12474,1,31,1,6,6
12475,7,8,1,5,5
12475,6,24,1,8,8
12476,3,9,2,5,10
12477,3,33,2,4,8
12478,8,25,1,6,6
12478,1,31,1,6,6
12479,10,18,1,8,8
12480,3,30,1,6,6
12481,5,21,1,6,6
12482,9,26,1,4,4
12483,5,22,1,8,8
12484,3,23,1,6,6
12485,9,38,1,6,6
12486,2,16,2,6,12
12487,3,4,1,5,5
12488,8,11,1,5,5
12489,10,14,2,5,10
12489,8,4,2,5,10
12489,2,33,2,4,8
12489,5,37,1,4,4
12489,2,1,2,4,8
12490,9,7,2,3,6
12491,8,17,1,7,7
12492,4,21,2,6,12
12493,10,7,2,3,6
12493,7,3,2,5,10
12493,4,3,1,5,5
12493,8,8,1,5,5
12494,4,34,1,5,5
12495,9,36,1,4,4
12496,1,37,2,4,8
12497,9,32,1,3,3
12497,5,21,2,6,12
12498,3,25,2,6,12
12499,4,17,2,7,14
12499,5,7,2,3,6
12500,10,19,2,6,12
12501,9,5,1,6,6
12502,6,16,2,6,12
12503,6,25,1,6,6
12504,7,33,1,4,4
12505,1,18,1,8,8
12506,1,29,1,6,6
12507,9,28,1,5,5
12508,5,21,1,6,6
12509,7,13,1,5,5
12510,1,8,1,5,5
12510,8,37,1,4,4
12511,2,26,1,4,4
12512,7,35,2,5,10
12513,2,16,2,6,12
12514,4,19,2,6,12
12515,5,14,1,5,5
12515,9,38,1,6,6
12516,6,37,2,4,8
12517,4,24,2,8,16
12518,7,13,2,5,10
12519,1,32,2,3,6
12520,2,29,2,6,12
12521,9,25,1,6,6
12522,8,24,1,8,8
12523,7,7,2,3,6
12524,7,15,1,6,6
12525,7,13,2,5,10
12526,1,32,1,3,3
12527,8,11,2,5,10
12528,1,28,2,5,10
12529,5,8,2,5,10
12529,2,9,1,5,5
12530,6,18,2,8,16
12531,2,14,2,5,10
12531,1,35,2,5,10
12532,3,18,2,8,16
12533,3,18,1,8,8
12533,3,23,2,6,12
12533,3,38,1,6,6
12534,3,29,1,6,6
12534,3,13,1,5,5
12535,5,35,1,5,5
12535,7,18,1,8,8
12536,10,21,2,6,12
12536,5,9,2,5,10
12536,5,22,1,8,8
12537,6,33,1,4,4
12538,4,32,1,3,3
12539,3,34,2,5,10
12540,10,26,1,4,4
12541,10,12,2,5,10
12541,7,16,2,6,12
12542,5,33,2,4,8
12543,1,27,1,4,4
12544,3,21,1,6,6
12545,1,11,1,5,5
12546,9,35,1,5,5
12546,6,6,1,3,3
12547,7,29,2,6,12
12548,10,17,2,7,14
12549,1,33,2,4,8
12550,9,15,1,6,6
12551,10,22,2,8,16
12552,9,14,2,5,10
12553,2,5,2,6,12
12554,4,38,1,6,6
12555,2,6,2,3,6
12555,7,4,2,5,10
12555,3,25,1,6,6
12555,6,10,1,5,5
12556,5,23,1,6,6
12557,2,8,1,5,5
12557,5,36,1,4,4
12558,9,21,2,6,12
12559,7,22,2,8,16
12560,10,38,2,6,12
12560,8,36,1,4,4
12561,8,25,1,6,6
12561,7,2,1,6,6
12561,2,8,2,5,10
12562,7,33,2,4,8
12563,8,12,2,5,10
12564,8,1,1,4,4
12565,6,35,2,5,10
12566,1,17,2,7,14
12567,4,12,2,5,10
12568,9,33,2,4,8
12569,7,29,2,6,12
12570,2,26,1,4,4
12570,3,35,1,5,5
12571,6,19,2,6,12
12571,4,3,1,5,5
12571,7,4,1,5,5
12572,6,23,2,6,12
12573,4,11,2,5,10
12574,10,27,1,4,4
12575,2,33,2,4,8
12576,10,5,2,6,12
12577,2,9,1,5,5
12578,1,37,1,4,4
12579,7,19,2,6,12
12580,4,14,2,5,10
12581,5,14,2,5,10
12582,1,11,1,5,5
12582,4,4,2,5,10
12583,6,27,1,4,4
12584,2,21,2,6,12
12585,5,27,1,4,4
12586,6,28,1,5,5
12587,7,11,2,5,10
12588,6,29,1,6,6
12589,4,12,2,5,10
12590,2,36,2,4,8
12591,7,6,2,3,6
12592,6,12,2,5,10
12593,6,1,1,4,4
12594,3,5,1,6,6
12595,3,4,1,5,5
12596,9,15,1,6,6
12596,5,35,2,5,10
12596,7,15,1,6,6
12597,6,32,1,3,3
12598,8,21,2,6,12
12598,5,38,2,6,12
12599,3,17,2,7,14
12600,6,18,1,8,8
12601,10,38,1,6,6
12602,1,22,2,8,16
12603,3,22,2,8,16
12604,6,23,2,6,12
12605,8,18,2,8,16
12606,1,22,2,8,16
12607,2,4,2,5,10
12608,4,3,2,5,10
12609,3,23,2,6,12
12610,9,31,1,6,6
12611,3,32,2,3,6
12611,5,33,2,4,8
12612,9,15,1,6,6
12613,2,34,2,5,10
12614,1,33,1,4,4
12615,8,8,2,5,10
12616,7,38,2,6,12
12617,8,32,1,3,3
12617,9,20,2,5,10
12618,7,37,1,4,4
12619,5,19,1,6,6
12620,5,35,2,5,10
12621,10,20,2,5,10
12622,6,2,2,6,12
12623,10,29,2,6,12
12623,1,2,1,6,6
12624,9,34,1,5,5
12625,10,23,1,6,6
12626,6,14,2,5,10
12627,3,18,1,8,8
12628,7,31,1,6,6
12628,5,25,1,6,6
12629,3,17,2,7,14
12630,7,29,2,6,12
12631,2,6,2,3,6
12631,9,21,1,6,6
12631,10,17,1,7,7
12632,8,20,2,5,10
12633,3,25,1,6,6
12634,8,38,2,6,12
12634,10,6,1,3,3
12635,10,9,1,5,5
12636,5,2,2,6,12
12637,10,25,2,6,12
12637,3,5,1,6,6
12637,2,29,2,6,12
12637,8,34,2,5,10
12638,2,4,2,5,10
12638,1,17,1,7,7
12638,7,3,1,5,5
12638,3,6,1,3,3
12639,3,12,1,5,5
12640,8,5,1,6,6
12641,5,27,2,4,8
12642,1,6,1,3,3
12643,5,5,1,6,6
12644,9,23,1,6,6
12644,6,2,2,6,12
12644,6,5,2,6,12
12645,8,10,2,5,10
12646,8,27,2,4,8
12647,8,16,2,6,12
12648,7,35,1,5,5
12649,7,13,2,5,10
12650,8,8,1,5,5
12651,4,26,2,4,8
12652,7,12,1,5,5
12652,2,6,1,3,3
12652,2,21,1,6,6
12652,8,37,1,4,4
12653,6,3,1,5,5
12654,10,12,2,5,10
12655,3,20,2,5,10
12656,5,34,2,5,10
12657,7,23,2,6,12
12657,6,8,1,5,5
12658,6,11,2,5,10
12659,10,35,1,5,5
12660,10,36,2,4,8
12661,10,4,1,5,5
12662,7,20,1,5,5
12663,3,2,2,6,12
12664,6,26,1,4,4
12665,8,36,1,4,4
12665,7,9,1,5,5
12666,2,13,2,5,10
12667,4,2,1,6,6
12668,5,22,1,8,8
12669,9,23,1,6,6
12670,3,25,2,6,12
12671,10,22,1,8,8
12672,8,2,2,6,12
12673,3,5,1,6,6
12674,2,12,1,5,5
12675,10,21,2,6,12
12676,7,8,1,5,5
12677,9,4,2,5,10
12677,9,16,2,6,12
12677,6,31,1,6,6
12678,2,23,1,6,6
12679,3,20,1,5,5
12680,10,14,2,5,10
12681,6,20,2,5,10
12682,9,27,1,4,4
12683,1,16,1,6,6
12684,1,20,1,5,5
12685,1,11,1,5,5
12685,8,8,2,5,10
12686,1,38,1,6,6
12686,5,37,1,4,4
12686,3,37,2,4,8
12687,2,16,1,6,6
12687,2,34,2,5,10
12688,1,36,2,4,8
12689,6,8,1,5,5
12690,10,21,1,6,6
12691,2,11,1,5,5
12692,5,33,2,4,8
12693,6,2,1,6,6
12694,10,32,1,3,3
12694,2,9,1,5,5
12694,8,2,2,6,12
12695,1,9,2,5,10
12696,10,3,1,5,5
12696,5,32,1,3,3
12697,10,31,1,6,6
12697,6,23,2,6,12
12698,1,36,1,4,4
12699,7,26,2,4,8
12700,8,21,2,6,12
12701,5,34,1,5,5
12702,5,35,1,5,5
12703,4,36,1,4,4
12704,1,21,1,6,6
12704,2,11,1,5,5
12705,2,2,1,6,6
12706,8,29,2,6,12
12707,6,19,2,6,12
12708,10,24,1,8,8
12709,9,12,2,5,10
12710,8,25,2,6,12
12710,8,32,1,3,3
12711,7,36,2,4,8
12712,1,11,2,5,10
12713,10,4,1,5,5
12714,9,3,2,5,10
12715,6,3,1,5,5
12716,5,10,2,5,10
12717,9,16,2,6,12
12717,10,37,2,4,8
12717,6,34,2,5,10
12718,8,38,1,6,6
12719,2,5,2,6,12
12719,9,22,1,8,8
12720,6,4,1,5,5
12720,8,31,1,6,6
12721,1,35,2,5,10
12721,9,12,2,5,10
12721,6,27,1,4,4
12721,5,27,1,4,4
12721,6,22,2,8,16
12722,4,20,2,5,10
12723,9,38,2,6,12
12724,2,11,2,5,10
12725,10,34,2,5,10
12726,4,13,1,5,5
12727,3,11,1,5,5
12728,9,35,1,5,5
12729,6,22,2,8,16
12729,5,2,2,6,12
12730,6,10,1,5,5
12731,10,38,2,6,12
12731,10,5,1,6,6
12732,4,4,2,5,10
12733,4,28,1,5,5
12734,2,29,1,6,6
12735,5,21,1,6,6
12736,3,25,1,6,6
12736,2,17,2,7,14
12737,7,37,2,4,8
12738,7,10,1,5,5
12739,6,14,1,5,5
12740,8,28,2,5,10
12740,1,26,2,4,8
12741,4,4,2,5,10
12742,7,5,2,6,12
12743,2,31,1,6,6
12744,1,28,1,5,5
12745,5,9,2,5,10
12746,3,19,2,6,12
12746,5,27,1,4,4
12747,1,9,2,5,10
12747,7,34,2,5,10
12747,6,24,1,8,8
12748,3,21,2,6,12
12749,1,35,1,5,5
12750,6,19,1,6,6
12750,4,5,2,6,12
12750,4,29,1,6,6
12751,3,3,1,5,5
12752,2,8,2,5,10
12753,6,32,2,3,6
12754,2,19,2,6,12
12754,1,8,1,5,5
12754,10,19,2,6,12
12755,4,22,1,8,8
12755,3,13,2,5,10
12756,7,37,1,4,4
12756,6,11,2,5,10
12757,3,16,1,6,6
12758,2,13,1,5,5
12758,2,1,2,4,8
12759,9,30,1,6,6
12760,5,16,1,6,6
12761,9,22,1,8,8
12762,2,18,1,8,8
12763,1,12,2,5,10
12763,9,7,1,3,3
12764,4,20,1,5,5
12765,5,32,1,3,3
12766,9,36,2,4,8
12767,3,29,1,6,6
12768,5,19,1,6,6
12769,10,25,1,6,6
12769,6,14,2,5,10
12770,8,21,2,6,12
12771,5,12,2,5,10
12772,9,31,1,6,6
12773,1,7,2,3,6
12774,2,6,1,3,3
12774,10,32,2,3,6
12774,8,6,2,3,6
12774,1,30,1,6,6
12775,7,9,1,5,5
12776,10,15,2,6,12
12776,4,33,1,4,4
12776,10,36,1,4,4
12777,4,20,1,5,5
12778,8,33,1,4,4
12779,9,4,2,5,10
12780,4,2,1,6,6
12781,2,6,1,3,3
12781,1,20,1,5,5
12782,10,31,2,6,12
12782,2,7,2,3,6
12783,9,36,2,4,8
12783,7,30,1,6,6
12784,5,31,2,6,12
12785,3,7,1,3,3
12786,2,26,1,4,4
12787,7,24,2,8,16
12788,1,13,1,5,5
12789,4,1,1,4,4
12790,4,19,1,6,6
12790,9,4,1,5,5
12791,2,32,1,3,3
12791,1,17,2,7,14
12792,3,15,2,6,12
12793,9,17,1,7,7
12794,1,1,1,4,4
12794,3,26,2,4,8
12794,2,4,1,5,5
12795,3,10,2,5,10
12796,2,5,1,6,6
12797,4,13,2,5,10
12798,5,32,1,3,3
12799,4,33,2,4,8
12800,8,25,1,6,6
12801,4,33,1,4,4
12802,10,15,1,6,6
12803,10,11,1,5,5
12804,1,9,2,5,10
12805,2,11,2,5,10
12805,1,6,2,3,6
12806,7,21,2,6,12
12807,2,37,2,4,8
12808,5,27,2,4,8
12809,6,38,1,6,6
12810,5,1,2,4,8
12811,10,16,2,6,12
12811,7,3,1,5,5
12812,6,37,2,4,8
12812,8,8,1,5,5
12812,1,8,1,5,5
12812,2,32,1,3,3
12813,10,20,1,5,5
12814,4,2,2,6,12
12815,1,23,1,6,6
12816,1,31,2,6,12
12816,8,27,2,4,8
12817,10,8,1,5,5
12818,5,2,2,6,12
12819,8,25,1,6,6
12820,6,35,1,5,5
12821,3,16,2,6,12
12822,2,38,1,6,6
12823,2,32,1,3,3
12824,7,21,2,6,12
12825,8,14,2,5,10
12826,6,6,2,3,6
12827,9,37,2,4,8
12828,6,10,1,5,5
12829,8,4,2,5,10
12830,2,11,1,5,5
12830,9,16,1,6,6
12831,10,16,2,6,12
12832,7,25,2,6,12
12833,9,5,2,6,12
12834,5,21,1,6,6
12835,6,34,1,5,5
12836,1,21,1,6,6
12836,8,18,2,8,16
12837,1,36,2,4,8
12838,7,7,1,3,3
12839,5,30,1,6,6
12839,7,7,2,3,6
12840,1,33,1,4,4
12841,8,8,1,5,5
12841,3,33,2,4,8
12842,4,12,2,5,10
12842,2,29,1,6,6
12843,6,7,1,3,3
12844,2,8,2,5,10
12845,8,7,1,3,3
12846,2,25,1,6,6
12847,8,8,2,5,10
12848,8,32,2,3,6
12848,3,25,1,6,6
12849,2,27,1,4,4
12850,2,12,1,5,5
12851,2,19,2,6,12
12852,1,35,1,5,5
12852,3,15,2,6,12
12852,8,7,1,3,3
12852,8,7,1,3,3
12853,2,34,1,5,5
12854,4,25,1,6,6
12855,7,19,2,6,12
12856,3,21,2,6,12
12857,3,38,1,6,6
12858,10,19,2,6,12
12859,5,34,1,5,5
12859,1,13,2,5,10
12860,3,8,2,5,10
12861,3,12,1,5,5
12862,1,3,1,5,5
12863,5,30,1,6,6
12864,9,2,1,6,6
12864,2,10,1,5,5
12865,1,31,2,6,12
12866,5,32,1,3,3
12866,5,25,1,6,6
12867,10,36,1,4,4
12868,4,31,1,6,6
12869,7,23,2,6,12
12869,6,20,2,5,10
12870,10,38,1,6,6
12871,9,33,1,4,4
12872,8,37,2,4,8
12873,8,33,1,4,4
12874,7,15,2,6,12
12875,4,19,1,6,6
12876,4,26,2,4,8
12877,8,8,2,5,10
12877,10,11,1,5,5
12878,6,28,2,5,10
12879,10,37,1,4,4
12880,9,31,1,6,6
12881,9,21,2,6,12
12881,1,5,2,6,12
12881,4,5,2,6,12
12882,3,12,1,5,5
12883,2,21,1,6,6
12884,8,9,1,5,5
12885,8,5,1,6,6
12885,8,30,1,6,6
12886,8,13,2,5,10
12887,10,19,2,6,12
12887,3,9,2,5,10
12888,6,22,2,8,16
12889,7,25,1,6,6
12889,9,36,2,4,8
12890,10,27,1,4,4
12891,3,12,1,5,5
12892,2,25,1,6,6
12892,3,28,1,5,5
12893,10,24,1,8,8
12894,5,30,2,6,12
12895,3,31,2,6,12
12896,7,17,1,7,7
12897,4,30,1,6,6
12898,3,10,1,5,5
12899,1,29,1,6,6
12900,5,13,1,5,5
12900,10,10,2,5,10
12901,3,20,2,5,10
12902,9,5,1,6,6
12903,9,11,1,5,5
12904,2,16,2,6,12
12904,6,15,2,6,12
12905,4,9,1,5,5
12906,4,24,1,8,8
12907,9,30,1,6,6
12908,1,13,2,5,10
12909,3,7,2,3,6
12910,5,22,2,8,16
12911,2,14,2,5,10
12912,9,8,1,5,5
12913,5,12,1,5,5
12914,7,5,2,6,12
12914,5,26,2,4,8
12914,7,9,2,5,10
12915,5,31,1,6,6
12916,1,19,1,6,6
12917,2,23,1,6,6
12918,9,23,1,6,6
12918,6,37,2,4,8
12919,5,15,1,6,6
12920,7,14,1,5,5
12920,1,20,2,5,10
12921,5,16,1,6,6
12921,8,34,2,5,10
12922,8,35,1,5,5
12923,1,28,2,5,10
12923,2,17,2,7,14
12923,6,21,1,6,6
12924,7,33,1,4,4
12924,5,24,2,8,16
12925,4,3,1,5,5
12926,8,35,2,5,10
12927,1,15,1,6,6
12928,2,35,1,5,5
12929,1,2,1,6,6
12930,8,27,1,4,4
12930,8,18,1,8,8
12930,6,6,2,3,6
12930,7,26,2,4,8
12931,8,5,1,6,6
12932,10,24,1,8,8
12932,10,15,2,6,12
12932,8,16,1,6,6
12933,2,12,1,5,5
12933,3,21,1,6,6
12934,6,12,1,5,5
12935,10,8,1,5,5
12936,2,12,1,5,5
12937,1,3,2,5,10
12938,8,7,2,3,6
12939,9,33,1,4,4
12940,1,18,2,8,16
12940,6,8,1,5,5
12940,2,26,2,4,8
12941,3,17,2,7,14
12942,9,9,1,5,5
12943,5,32,1,3,3
12944,2,26,1,4,4
12945,5,5,2,6,12
12946,9,14,2,5,10
12947,8,9,1,5,5
12947,4,4,1,5,5
12947,4,23,1,6,6
12948,1,11,1,5,5
12949,7,12,1,5,5
12949,10,24,2,8,16
12950,7,27,1,4,4
12950,6,4,2,5,10
12951,4,24,2,8,16
12951,7,12,2,5,10
12952,2,22,1,8,8
12952,8,32,1,3,3
12952,1,12,1,5,5
12953,9,38,1,6,6
12953,8,21,2,6,12
12954,10,20,1,5,5
12954,5,27,1,4,4
12954,9,38,2,6,12
12955,2,18,1,8,8
12956,6,21,1,6,6
12957,8,3,1,5,5
12958,7,10,1,5,5
12958,8,35,2,5,10
12959,10,27,1,4,4
12960,7,32,2,3,6
12961,5,23,1,6,6
12962,9,28,1,5,5
12963,5,3,2,5,10
12964,2,30,1,6,6
12964,3,17,2,7,14
12965,1,2,2,6,12
12966,9,12,2,5,10
12966,7,23,2,6,12
12967,5,38,2,6,12
12968,5,23,1,6,6
12969,7,18,2,8,16
12969,9,3,2,5,10
12970,5,16,1,6,6
12971,3,32,1,3,3
12971,8,14,2,5,10
12972,7,5,1,6,6
12972,5,11,2,5,10
12973,7,28,2,5,10
12974,10,24,2,8,16
12975,5,33,2,4,8
12976,5,37,2,4,8
12977,8,14,1,5,5
12978,8,3,1,5,5
12979,1,24,1,8,8
12980,7,21,2,6,12
12981,2,3,2,5,10
12982,9,3,2,5,10
12982,6,4,2,5,10
12982,8,8,1,5,5
12982,4,3,1,5,5
12983,3,16,2,6,12
12983,3,26,1,4,4
12983,8,1,2,4,8
12983,3,3,2,5,10
12984,4,31,1,6,6
12985,2,5,1,6,6
12985,6,35,2,5,10
12986,1,20,1,5,5
12987,10,14,2,5,10
12987,6,32,1,3,3
12988,1,29,2,6,12
12989,2,27,2,4,8
12990,9,18,2,8,16
12991,5,7,1,3,3
12991,7,2,2,6,12
12992,2,15,2,6,12
12993,9,2,2,6,12
12993,7,35,1,5,5
12994,2,13,2,5,10
12994,2,28,1,5,5
12994,9,18,1,8,8
12994,6,36,2,4,8
12994,3,20,2,5,10
12995,3,18,1,8,8
12996,3,10,2,5,10
12997,7,5,1,6,6
12997,3,36,1,4,4
12998,8,7,2,3,6
12999,6,6,2,3,6
12999,10,1,1,4,4
13000,9,4,1,5,5
13000,3,30,2,6,12
13001,4,16,2,6,12
13002,8,11,2,5,10
13003,10,3,1,5,5
13004,7,1,2,4,8
13005,6,20,2,5,10
13006,7,4,2,5,10
13006,6,23,2,6,12
13007,8,12,2,5,10
13008,10,22,1,8,8
13009,2,11,1,5,5
13010,2,25,2,6,12
13011,10,4,1,5,5
13012,7,21,2,6,12
13013,1,16,1,6,6
13014,3,27,1,4,4
13015,1,3,2,5,10
13016,6,35,2,5,10
13016,4,16,2,6,12
13017,10,9,1,5,5
13018,3,34,2,5,10
13019,4,17,2,7,14
13020,4,13,2,5,10
13021,7,23,2,6,12
13022,4,19,1,6,6
13023,5,24,1,8,8
13024,10,14,2,5,10
13025,2,28,2,5,10
13025,5,32,2,3,6
13026,8,18,2,8,16
13027,1,34,2,5,10
13028,6,17,2,7,14
13029,5,23,1,6,6
13030,2,10,1,5,5
13031,1,11,1,5,5
13032,7,22,1,8,8
13033,10,20,1,5,5
13033,8,30,2,6,12
13034,4,27,1,4,4
13034,2,37,2,4,8
13035,3,13,2,5,10
13036,3,20,2,5,10
13036,2,32,1,3,3
13036,1,27,1,4,4
13037,1,9,1,5,5
13038,6,38,2,6,12
13038,8,9,2,5,10
13039,5,34,1,5,5
13040,9,26,1,4,4
13041,8,4,1,5,5
13042,2,38,1,6,6
13042,7,9,1,5,5
13043,4,36,1,4,4
13044,3,33,1,4,4
13045,3,19,1,6,6
13046,8,30,2,6,12
13047,3,18,1,8,8
13048,5,14,2,5,10
13049,3,15,1,6,6
13050,2,24,2,8,16
13051,2,19,2,6,12
13051,8,14,2,5,10
13052,2,5,2,6,12
13053,3,36,2,4,8
13054,6,37,1,4,4
13055,6,1,1,4,4
13055,8,7,2,3,6
13056,2,3,2,5,10
13057,9,21,2,6,12
13058,4,1,1,4,4
13059,3,15,1,6,6
13060,3,11,1,5,5
13061,8,29,1,6,6
13062,10,36,1,4,4
13063,9,33,1,4,4
13064,5,23,2,6,12
13065,9,21,2,6,12
13066,1,30,1,6,6
13067,4,9,2,5,10
13067,3,35,2,5,10
13068,1,6,2,3,6
13069,9,32,1,3,3
13070,1,3,1,5,5
13071,1,25,2,6,12
13071,2,4,1,5,5
13072,3,28,1,5,5
13073,9,33,2,4,8
13074,10,9,2,5,10
13074,4,21,1,6,6
13075,1,36,1,4,4
13076,10,31,2,6,12
13077,6,30,1,6,6
13078,10,9,1,5,5
13078,10,28,2,5,10
13079,3,12,1,5,5
13079,10,20,2,5,10
13080,1,17,1,7,7
13081,10,33,1,4,4
13082,2,33,1,4,4
13083,1,24,2,8,16
13084,7,8,1,5,5
13085,2,33,2,4,8
13086,7,13,2,5,10
13087,3,28,2,5,10
13088,4,9,1,5,5
13089,9,11,2,5,10
13090,10,35,1,5,5
13090,3,9,1,5,5
13091,5,32,1,3,3
13092,6,31,1,6,6
13093,1,31,2,6,12
13093,5,30,1,6,6
13093,2,35,1,5,5
13093,10,7,1,3,3
13094,10,33,2,4,8
13095,1,17,2,7,14
13096,3,21,2,6,12
13097,2,28,2,5,10
13098,4,18,2,8,16
13098,2,27,1,4,4
13099,10,12,2,5,10
13100,7,22,1,8,8
13101,1,28,1,5,5
13102,10,31,1,6,6
13102,3,26,1,4,4
13103,10,36,1,4,4
13103,1,18,2,8,16
13104,10,14,1,5,5
13104,8,1,2,4,8
13104,8,3,1,5,5
13105,9,26,2,4,8
13106,3,23,1,6,6
13107,2,35,1,5,5
13108,9,38,2,6,12
13109,6,33,1,4,4
13109,3,6,1,3,3
13110,3,24,2,8,16
13111,7,30,2,6,12
13112,1,3,1,5,5
13112,6,16,1,6,6
13113,2,5,1,6,6
13114,10,35,1,5,5
13114,1,10,1,5,5
13114,7,25,2,6,12
13114,7,37,1,4,4
13114,2,2,2,6,12
13115,10,19,2,6,12
13116,10,26,2,4,8
13116,2,9,2,5,10
13116,7,2,2,6,12
13117,6,24,1,8,8
13118,1,4,2,5,10
13119,7,36,1,4,4
13120,1,14,2,5,10
13120,5,34,1,5,5
13121,6,25,1,6,6
13122,5,33,2,4,8
13123,1,1,2,4,8
13124,8,27,1,4,4
13125,6,21,2,6,12
13126,6,3,2,5,10
13127,5,32,1,3,3
13128,6,23,1,6,6
13129,2,33,1,4,4
13130,1,33,2,4,8
13130,1,23,2,6,12
13131,8,18,1,8,8
13131,4,25,1,6,6
13131,8,21,2,6,12
13132,6,17,2,7,14
13133,7,31,2,6,12
13134,6,11,2,5,10
13134,3,31,1,6,6
13134,8,2,1,6,6
13135,3,27,1,4,4
13136,4,1,1,4,4
13137,7,19,2,6,12
13138,7,29,1,6,6
13139,6,9,1,5,5
13140,2,22,2,8,16
13140,9,27,2,4,8
13141,7,19,1,6,6
13141,4,19,2,6,12
13142,4,26,1,4,4
13143,9,18,1,8,8
13144,4,34,2,5,10
13145,8,29,1,6,6
13146,7,32,2,3,6
13147,5,17,1,7,7
13148,6,35,2,5,10
13148,8,3,1,5,5
13149,9,3,1,5,5
13149,7,21,1,6,6
13150,9,27,2,4,8
13150,2,22,2,8,16
13151,10,8,1,5,5
13152,3,33,2,4,8
13153,6,29,2,6,12
13154,9,28,2,5,10
13154,1,19,1,6,6
13155,1,27,1,4,4
